boro,budgetline,type,description,fy17cn,fy17cx,fy17f,fy17s,fy17p,fy17total
citywide,PW-C077,PW,"PUBLIC BUILDINGS & OTHER CITY PURPOSES, CITYWIDE",0,,,,,0
citywide,PW-DN104,PW,"CITYMEALS ON WHEELS",1255000,,,,,1255000
citywide,PW-DN460,PW,"YOUNG MEN'S CHRISTIAN ASSOCIATION (YMCA) OF GREATER NEW YORK",0,,,,,0
citywide,PW-DN588,PW,"YWCA OF THE CITY OF NEW YORK",0,,,,,0
citywide,PW-D005,PW,"PUBLIC BUILDINGS & OTHER CITY PURPOSES, CITYWIDE",4028000,,,,,4028000
citywide,PW-D077,PW,"PUBLIC BUILDINGS AND OTHER CITY PURPOSES, CITYWIDE",0,,,,,0
citywide,PW-D078,PW,"COURT FACILITES, CITYWIDE",0,,,,,0
citywide,PW-D308,PW,"PURCHASE OF EQUIPMENT FOR CITY PURPOSES",40000,,,,,40000
citywide,PW-D999,PW,"CONSTRUCTION OR ACQUISITION OF A NON-CITY OWNED PUBLIC BETTERMENT",0,,,0,,0
citywide,PW-I001,PW,"ARCH, ENGINEERING, ADMIN EXPENSES FOR CAPITAL PROJECTS",0,,,,,0
citywide,PW-50,PW,"ENERGY EFFICIENCY, CITYWIDE",0,,,,,0
citywide,PW-77,PW,"PUBLIC BUILDINGS & OTHER CITY PURPOSES, CITYWIDE",540000,,0,0,0,540000
citywide,PW-78,PW,"COURT FACILITIES, CITYWIDE",0,,,0,,0
citywide,PW-282,PW,"ADA COMPLIANCE, CITYWIDE",0,,,,,0
citywide,PW-289,PW,"ARCH, ENGINEERING, ADMIN EXPENSES FOR CAPITAL PROJECTS",0,,,,,0
citywide,PW-290,PW,"ENERGY CONSERVATION IMPROVEMENTS, CITYWIDE",0,,0,,0,0
citywide,PW-293,PW,"LOCAL LAW 5 IMPROVEMENTS, CITYWIDE",767000,,,,,767000
citywide,PW-300,PW,"PURCHASE OF COMMUNICATION AND COST CONTROL EQUIPMENT",0,,0,,,0
citywide,PW-308,PW,"PURCHASE OF EQUIPMENT FOR CITY PURPOSES",640000,,0,,,640000
citywide,PW-311,PW,"SURVEYS IN CONNECTION WITH CAPITAL PROJECTS, CITYWIDE",0,,,,,0
citywide,PW-317,PW,"LOCAL LAW 11 IMPROVEMENTS, CITYWIDE",0,,,,,0
citywide,PW-324,PW,"PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR DCAS",0,,,,,0
citywide,PW-326,PW,"IMPROVEMENTS TO LONG TERM LEASED FACILITIES, CITYWIDE.",100697000,,0,0,,100697000
citywide,PW-335,PW,"ABATEMENT OF UNSAFE CONDITIONS ON CITY PROPERTY, CITYWIDE",4064000,,,,,4064000
citywide,PW-340,PW,"BOARD OF ELECTIONS",0,,0,,,0
citywide,PW-348,PW,"VAPOR CONTROL IMPROVEMENTS",599000,,,,,599000
bronx,PW-DN141,PW,"EDUCATION AND ASSISTANCE CORPORATION",0,,,,,0
bronx,PW-DN248,PW,"LEAKE AND WATTS SERVICES, INC.",290000,,,,,290000
bronx,PW-DN270,PW,"MOUNT HOPE COMMUNITY CENTER",0,,,,,0
bronx,PW-DN325,PW,"PER SCHOLAS",0,,,,,0
bronx,PW-DN331,PW,"POLICE ATHLETIC LEAGUE (PAL)",0,,,,,0
bronx,PW-DN428,PW,"THEATER ARTS PRODUCTION COMPANY SCHOOL",0,,,,,0
bronx,PW-DN455,PW,"WOODYCREST CENTER FOR HUMAN DEVELOPMENT, INC.",0,,,,,0
bronx,PW-DN583,PW,"RIVERDALE NEIGHBORHOOD HOUSE",0,,,,,0
bronx,PW-DN585,PW,"JASA BRONX FRIENDSHIP HOUSE",0,,,,,0
bronx,PW-DN586,PW,"KIPS BAY BOYS AND GIRLS CLUB",982000,,,,,982000
bronx,PW-DN591,PW,"THE POINT COMMUNITY DEVELOPMENT CORPORATION",0,,,,,0
bronx,PW-DN704,PW,"THE BRONX JEWISH COMMUNITY COUNCIL",0,,,,,0
bronx,PW-DN724,PW,"THE BRONX DEFENDERS",0,,,,,0
bronx,PW-DN725,PW,"BRONXWORKS, INC.",0,,,,,0
bronx,PW-DN727,PW,"PART OF THE SOLUTION",0,,,,,0
bronx,PW-DN792,PW,"KINGSBRIDGE HEIGHTS COMMUNITY CENTER, INC.",0,,,,,0
bronx,PW-DN807,PW,"PHIPPS COMMUNITY DEVELOPMENT CORPORATION",0,,,,,0
bronx,PW-DN824,PW,"URBAN YOUTH ALLIANCE INTERNATIONAL, INC.",0,,,,,0
bronx,PW-DN825,PW,"PROMESA INC.",0,,,,,0
bronx,PW-DN900,PW,"BRONX PARENT HOUSING NETWORK, INC.",300000,,,,,300000
bronx,PW-DN911,PW,"EQUALITY CHARTER SCHOOL",0,,,,,0
bronx,PW-DN912,PW,"ROCKING THE BOAT, INC.",0,,,,,0
bronx,PW-XN407,PW,"BRONX COMMUNITY SOLUTIONS",0,,,,,0
bronx,PW-XN451,PW,"MERCY COLLEGE",0,,,,,0
bronx,PW-XN586,PW,"KIPS BAY BOYS AND GIRLS CLUB",0,,,,,0
bronx,PW-XN630,PW,"MADISON SQUARE BOYS AND GIRLS CLUB",0,,,,,0
bronx,PW-XN705,PW,"SHIELD OF DAVID, INC. (DBA ""THE SHIELD INSTITUTE"")",0,,,,,0
bronx,PW-XN724,PW,"THE BRONX DEFENDERS",0,,,,,0
bronx,PW-XN725,PW,"BRONXWORKS, INC.",0,,,,,0
bronx,PW-XN792,PW,"KINGSBRIDGE HEIGHTS COMMUNITY CENTER, INC.",0,,,,,0
bronx,PW-X001,PW,"P.A.L. CENTERS, THE BRONX",0,,,,,0
bronx,PW-X078,PW,"PUBLIC BUILDINGS & OTHER CITY PURPOSES, THE BRONX.",1550000,,,,,1550000
bronx,PW-X334,PW,"WEBSTER-GIANNONE P.A.L. CENTER, THE BRONX",0,,,,,0
brooklyn,PW-DN015,PW,"BROOKLYN BUREAU OF COMMUNITY SERVICE",0,,,,,0
brooklyn,PW-DN055,PW,"BOROUGH PARK JEWISH COMMUNITY CENTER",0,,,,,0
brooklyn,PW-DN070,PW,"BROOKLYN CHINESE-AMERICAN ASSOCIATION",0,,,,,0
brooklyn,PW-DN119,PW,"COUNCIL OF JEWISH ORGANIZATIONS OF FLATBUSH (COJO)",0,,,,,0
brooklyn,PW-DN227,PW,"KINGS BAY YOUTH ORGANIZATION",0,,,,,0
brooklyn,PW-DN237,PW,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES",550000,,,,,550000
brooklyn,PW-DN243,PW,"FLATBUSH VOLUNTEERS OF HATZOLOH INC",0,,,,,0
brooklyn,PW-DN317,PW,"OHEL CHILDREN'S HOME & FAMILY SERVICES",1684000,,,,,1684000
brooklyn,PW-DN379,PW,"SEPHARDIC COMMUNITY CENTER",622000,,,,,622000
brooklyn,PW-DN382,PW,"SHEMA KOLAINU: HEAR OUR VOICES",0,,,,,0
brooklyn,PW-DN427,PW,"UNITED JEWISH ORGANIZATIONS OF WILLIAMSBURG",0,,,,,0
brooklyn,PW-DN436,PW,"UNITED JEWISH ORGANIZATIONS OF WILLIAMSBURG",0,,,,,0
brooklyn,PW-DN465,PW,"YWCA ROBERTA BRIGHT EARLY LEARNING CENTER",0,,,,,0
brooklyn,PW-DN496,PW,"RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL, INC.",0,,,,,0
brooklyn,PW-DN497,PW,"SAINT FRANCIS COLLEGE",150000,,,,,150000
brooklyn,PW-DN499,PW,"SCHOOL SETTLEMENT ASSOCIATION",0,,,,,0
brooklyn,PW-DN532,PW,"LONG ISLAND UNIVERSITY",0,,,,,0
brooklyn,PW-DN584,PW,"HEBREW EDUCATIONAL SOCIETY",0,,,,,0
brooklyn,PW-DN599,PW,"NEIGHBORHOOD IMPROVEMENT ASSOCIATION",0,,,,,0
brooklyn,PW-DN651,PW,"NORTHSIDE TOWN HALL COMMUNITY AND CULTURAL CENTER, INC.",0,,,,,0
brooklyn,PW-DN671,PW,"ST JOHN'S BREAD AND LIFE PROGRAM",0,,,,,0
brooklyn,PW-DN700,PW,"NEIGHBORHOOD HOUSING SERVICES OF EAST FLATBUSH, INC.",0,,,,,0
brooklyn,PW-DN765,PW,"YOU GOTTA BELIEVE! THE OLDER CHILD ADOPTION & PERMANENCY MOVEMENT INC.",0,,,,,0
brooklyn,PW-DN768,PW,"SHOREFRONT JEWISH COMMUNITY COUNCIL",0,,,,,0
brooklyn,PW-DN855,PW,"UNITED COMMUNITY CENTERS",0,,,,,0
brooklyn,PW-DN862,PW,"BUSHWICK ASCEND CHARTER SCHOOL",0,,,,,0
brooklyn,PW-DN913,PW,"SCO FAMILY OF SERVICES",0,,,,,0
brooklyn,PW-DN941,PW,"JEWISH COMMUNITY COUNCIL OF MARINE PARK (JCCMP)",16000,,,,,16000
brooklyn,PW-KN015,PW,"BROOKLYN BUREAU OF COMMUNITY SERVICE",41000,,,,,41000
brooklyn,PW-KN070,PW,"BROOKLYN CHINESE-AMERICAN ASSOCIATION",0,,,,,0
brooklyn,PW-KN071,PW,"BROOKLYN DEFENDER SERVICES",0,,,,,0
brooklyn,PW-KN085,PW,"CARIBBEAN AMERICAN CHAMBER OF COMMERCE AND INDUSTRY INC. (CACCI)",0,,,,,0
brooklyn,PW-KN227,PW,"KINGS BAY YOUTH ORGANIZATION",0,,,,,0
brooklyn,PW-KN243,PW,"FLATBUSH VOLUNTEERS OF HATZOLOH INC",0,,,,,0
brooklyn,PW-KN317,PW,"OHEL CHILDREN'S HOME & FAMILY SERVICES",0,,,,,0
brooklyn,PW-KN325,PW,"PER SCHOLAS",50000,,,,,50000
brooklyn,PW-KN379,PW,"SEPHARDIC COMMUNITY CENTER",250000,,,,,250000
brooklyn,PW-KN382,PW,"SHEMA KOLAINU: HEAR OUR VOICES",0,,,,,0
brooklyn,PW-KN436,PW,"UNITED JEWISH ORGANIZATIONS OF WILLIAMSBURG",0,,,,,0
brooklyn,PW-KN459,PW,"RED HOOK INITIATIVE",61000,,,,,61000
brooklyn,PW-KN471,PW,"COMMON GROUND",0,,,,,0
brooklyn,PW-KN497,PW,"SAINT FRANCIS COLLEGE",205000,,,,,205000
brooklyn,PW-KN499,PW,"SCHOOL SETTLEMENT ASSOCIATION",0,,,,,0
brooklyn,PW-KN584,PW,"HEBREW EDUCATIONAL SOCIETY",0,,,,,0
brooklyn,PW-KN644,PW,"PAUL J. COOPER CENTER FOR HUMAN SERVICES, INC.",0,,,,,0
brooklyn,PW-KN651,PW,"NORTHSIDE TOWN HALL COMMUNITY AND CULTURAL CENTER, INC.",0,,,,,0
brooklyn,PW-KN681,PW,"BERGEN BASIN COMMUNITY DEVELOPMENT CORP DBA MILLENNIUM DEVELOPMENT",0,,,,,0
brooklyn,PW-KN700,PW,"NEIGHBORHOOD HOUSING SERVICES OF EAST FLATBUSH, INC.",0,,,,,0
brooklyn,PW-KN784,PW,"GREENWOOD HISTORIC FUND",277000,,,,,277000
brooklyn,PW-KN785,PW,"ST. JOHN'S PLACE FAMILY CENTER, HDFC",0,,,,,0
brooklyn,PW-KN862,PW,"BUSHWICK ASCEND CHARTER SCHOOL",0,,,,,0
brooklyn,PW-KN882,PW,"BROOKLYN LEGAL SERVICE CORP A",0,,,,,0
brooklyn,PW-KN941,PW,"JEWISH COMMUNITY COUNCIL OF MARINE PARK (JCCMP)",36000,,,,,36000
brooklyn,PW-K001,PW,"P.A.L. CENTERS, BROOKLYN",0,,,,,0
brooklyn,PW-K002,PW,"BROOKLYN BOROUGH HALL",0,,,,,0
brooklyn,PW-K077,PW,"PUBLIC BUILDINGS & OTHER CITY PURPOSES, BROOKLYN",0,,,,,0
brooklyn,PW-K308,PW,"PURCHASE OF VEHICLES AND OTHER EQUIPMENT, BROOKLYN",0,,,,,0
brooklyn,PW-K999,PW,"CONSTRUCTION OR ACQUISITION OF A NON-CITY OWNED PUBLIC BETTERMENT",0,,,,,0
brooklyn,PW-N055,PW,"BOROUGH PARK JEWISH COMMUNITY CENTER",0,,,,,0
brooklyn,PW-N085,PW,"CARIBBEAN AMERICAN CHAMBER OF COMMERCE AND INDUSTRY INC. (CACCI)",0,,,,,0
brooklyn,PW-291,PW,"BROOKLYN BOROUGH HALL",0,,,0,,0
brooklyn,PW-322,PW,"345 ADAMS STREET, BROOKLYN",8811000,,,,,8811000
brooklyn,PW-325,PW,"210 JORALEMON STREET, BROOKLYN",0,,,,,0
manhattan,PW-DN004,PW,"92ND STREET YOUNG MEN'S AND YOUNG WOMEN'S HEBREW ASSOCIATION (YM&YWHA)",759000,,,,,759000
manhattan,PW-DN061,PW,"NEW YORK LEGAL ASSISTANCE GROUP (NYLAG)",0,,,,,0
manhattan,PW-DN077,PW,"BROTHERHOOD/SISTER SOL",6152000,,,,,6152000
manhattan,PW-DN116,PW,"COOPER UNION FOR THE ADVANCEMENT OF SCIENCE AND ART",0,,,,,0
manhattan,PW-DN128,PW,"DOE FUND INC.",0,,,,,0
manhattan,PW-DN142,PW,"EDUCATIONAL ALLIANCE",0,,,,,0
manhattan,PW-DN165,PW,"GAY, LESBIAN AND STRAIGHT EDUCATION NETWORK",0,,,,,0
manhattan,PW-DN200,PW,"GAY MEN'S HEALTH CRISIS (GMHC)",0,,,,,0
manhattan,PW-DN206,PW,"JEWISH BRAILLE INSTITUTE",0,,,,,0
manhattan,PW-DN208,PW,"HISPANIC FEDERATION",0,,,,,0
manhattan,PW-DN220,PW,"FUND FOR THE CITY OF NEW YORK",0,,,,,0
manhattan,PW-DN234,PW,"LEGAL SERVICES FOR NEW YORK CITY",0,,,,,0
manhattan,PW-DN246,PW,"ARMORY FOUNDATION",0,,,,,0
manhattan,PW-DN249,PW,"LOWER EASTSIDE GIRLS CLUB",0,,,,,0
manhattan,PW-DN257,PW,"MANHATTAN YOUTH",0,,,,,0
manhattan,PW-DN284,PW,"NATIONAL ASSOCIATION ON DRUG ABUSE PROBLEMS, INC. (NADAP)",162000,,,,,162000
manhattan,PW-DN302,PW,"NEW YORK GAY AND LESBIAN PROJECT",0,,,,,0
manhattan,PW-DN317,PW,"OHEL CHILDREN'S HOME & FAMILY SERVICES",1684000,,,,,1684000
manhattan,PW-DN361,PW,"SAFE HORIZON",0,,,,,0
manhattan,PW-DN381,PW,"SEVENTH REGIMENT ARMORY CONSERVANCY",0,,,,,0
manhattan,PW-DN420,PW,"GREENWICH HOUSE, INC.",500000,,,,,500000
manhattan,PW-DN425,PW,"NEW YORK CITY MISSION SOCIETY",0,,,,,0
manhattan,PW-DN454,PW,"WOMEN'S HOUSING AND ECONOMIC DEVELOPMENT CORPORATION",0,,,,,0
manhattan,PW-DN467,PW,"FOUNTAIN HOUSE, INC.",0,,,,,0
manhattan,PW-DN506,PW,"FORTUNE SOCIETY",0,,,,,0
manhattan,PW-DN582,PW,"DOWNTOWN ALLIANCE",0,,,,,0
manhattan,PW-DN589,PW,"SANCTUARY FOR FAMILIES",0,,,,,0
manhattan,PW-DN590,PW,"COMMITTEE FOR HISPANIC CHILDREN AND FAMILIES",0,,,,,0
manhattan,PW-DN600,PW,"QUAKER MEETING HOUSE",0,,,,,0
manhattan,PW-DN625,PW,"NORTHERN MANHATTAN IMPROVEMENT CORPORATION",0,,,,,0
manhattan,PW-DN630,PW,"MADISON SQUARE BOYS AND GIRLS CLUB",0,,,,,0
manhattan,PW-DN672,PW,"SERVICES AND ADVOCAY FOR GLBT ELDERS, INC.",0,,,,,0
manhattan,PW-DN673,PW,"CATHOLIC CHARITIES COMMUNITY SERVICES, ARCHDIOCESE OF NEW YORK",0,,,,,0
manhattan,PW-DN706,PW,"BIG BROTHERS BIG SISTERS OF NEW YORK CITY",0,,,,,0
manhattan,PW-DN707,PW,"URBAN JUSTICE CENTER",0,,,,,0
manhattan,PW-DN708,PW,"GOD'S LOVE WE DELIVER, INC.",0,,,,,0
manhattan,PW-DN709,PW,"INTERNATIONAL CENTER FOR THE DISABLED (ICD)",0,,,,,0
manhattan,PW-DN728,PW,"TIMES SQUARE DISTRICT MANAGEMENT ASSOCIATION",0,,,,,0
manhattan,PW-DN734,PW,"BIG APPLE GREETER",0,,,,,0
manhattan,PW-DN764,PW,"THE LEGAL AID SOCIETY",0,,,,,0
manhattan,PW-DN774,PW,"HARLEM RBI, INC.",0,,,,,0
manhattan,PW-DN780,PW,"UNION SETTLEMENT ASSOCIATION, INC.",0,,,,,0
manhattan,PW-DN815,PW,"HUDSON GUILD, INC.",0,,,,,0
manhattan,PW-DN816,PW,"LESBIAN AND GAY COMMUNITY SERVICES CENTER INC.",1062000,,,,,1062000
manhattan,PW-DN876,PW,"NEW YORK UNIVERSITY",150000,,,,,150000
manhattan,PW-DN914,PW,"EAST HARLEM SCHOLARS ACADEMY",0,,,,,0
manhattan,PW-DN940,PW,"NEW YORK URBAN LEAGUE",155000,,,,,155000
manhattan,PW-DN943,PW,"THE BRIDGE, INC.",144000,,,,,144000
manhattan,PW-DN945,PW,"GRAND STREET SETTLEMENT",250000,,,,,250000
manhattan,PW-DN952,PW,"CORO NEW YORK LEADERSHIP CENTER",164000,,,,,164000
manhattan,PW-DN953,PW,"NEW YORK UNITED JEWISH ASSOCIATION",16000,,,,,16000
manhattan,PW-KN876,PW,"NEW YORK UNIVERSITY",0,,,,,0
manhattan,PW-MN004,PW,"92ND STREET YOUNG MEN'S AND YOUNG WOMEN'S HEBREW ASSOCIATION (YM&YWHA)",150000,,,,,150000
manhattan,PW-MN102,PW,"CITIZENS COMMITTEE FOR NEW YORK CITY",0,,,,,0
manhattan,PW-MN116,PW,"COOPER UNION FOR THE ADVANCEMENT OF SCIENCE AND ART",0,,,,,0
manhattan,PW-MN142,PW,"EDUCATIONAL ALLIANCE",100000,,,,,100000
manhattan,PW-MN148,PW,"EPISCOPAL SOCIAL SERVICES OF NEW YORK",0,,,,,0
manhattan,PW-MN236,PW,"LESBIAN, GAY, BISEXUAL AND TRANSGENDER COMMUNITY CENTER (LGBT)",250000,,,,,250000
manhattan,PW-MN246,PW,"ARMORY FOUNDATION",0,,,,,0
manhattan,PW-MN249,PW,"LOWER EASTSIDE GIRLS CLUB",0,,,,,0
manhattan,PW-MN361,PW,"SAFE HORIZON",0,,,,,0
manhattan,PW-MN425,PW,"NEW YORK CITY MISSION SOCIETY",101000,,,,,101000
manhattan,PW-MN453,PW,"NEW YORK ACADEMY OF SCIENCES",0,,,,,0
manhattan,PW-MN467,PW,"FOUNTAIN HOUSE, INC.",0,,,,,0
manhattan,PW-MN529,PW,"BAILEY HOUSE",0,,,,,0
manhattan,PW-MN625,PW,"NORTHERN MANHATTAN IMPROVEMENT CORPORATION",0,,,,,0
manhattan,PW-MN629,PW,"CATHOLIC HEALTH CARE/HOPE COMMUNITY.",0,,,,,0
manhattan,PW-MN673,PW,"CATHOLIC CHARITIES ARCHDIOCESE OF NEW YORK",0,,,,,0
manhattan,PW-MN721,PW,"NEW YORK COUNCIL ON ADOPTABLE CHILDREN",0,,,,,0
manhattan,PW-MN738,PW,"GODDARD RIVERSIDE",0,,,,,0
manhattan,PW-MN936,PW,"EAST HARLEM TUTORIAL PROGRAM, INC.",161000,,,,,161000
manhattan,PW-MN940,PW,"NEW YORK URBAN LEAGUE",380000,,,,,380000
manhattan,PW-MN944,PW,"URBAN RESOURCE INSTITUTE",40000,,,,,40000
manhattan,PW-MN945,PW,"GRAND STREET SETTLEMENT",250000,,,,,250000
manhattan,PW-M077,PW,"PUBLIC BUILDINGS AND OTHER CITY PURPOSES, MANHATTAN",0,,,,,0
manhattan,PW-N236,PW,"LESBIAN, GAY, BISEXUAL AND TRANSGENDER COMMUNITY CENTER (LGBT)",0,,,,,0
manhattan,PW-79,PW,"346 BROADWAY, MANHATTAN",0,,,,,0
manhattan,PW-80,PW,"2 LAFAYETTE STREET, MANHATTAN",0,,,,,0
manhattan,PW-193,PW,"MUNICIPAL BUILDING, MANHATTAN, SPACE ALTERATIONS",0,,,,,0
manhattan,PW-195,PW,"RECONSTRUCTION OF 80 CENTRE STREET, MANHATTAN",545000,,,,,545000
manhattan,PW-266,PW,"125 WORTH STREET, MANHATTAN",1803000,,,,,1803000
manhattan,PW-309,PW,"14 READE STREET, MANHATTAN",0,,,,,0
manhattan,PW-310,PW,"31 CHAMBERS STREET, MANHATTAN",0,,,,,0
manhattan,PW-316,PW,"280 BROADWAY, MANHATTAN",16248000,,,,0,16248000
manhattan,PW-327,PW,"RECONSTRUCTION OF POLICE PLAZA",0,,,,,0
manhattan,PW-357,PW,"253 BROADWAY, MANHATTAN",0,,,,,0
queens,PW-DN094,PW,"CENTRAL QUEENS YOUNG MEN'S AND YOUNG WOMEN'S HEBREW ASSN (YM&YWHA)",0,,,,,0
queens,PW-DN311,PW,"NORTHEAST QUEENS JEWISH COMMUNITY COUNCIL",0,,,,,0
queens,PW-DN347,PW,"RIDGEWOOD YOUNG MEN'S CHRISTIAN ASSOCIATION (YMCA)",0,,,,,0
queens,PW-DN371,PW,"SAMUEL FIELD YOUNG MEN'S AND YOUNG WOMEN'S HEBREW ASSN (YM & YWHA)",0,,,,,0
queens,PW-DN393,PW,"BOYS AND GIRLS CLUB OF METRO QUEENS",2083000,,,,,2083000
queens,PW-DN422,PW,"HETRICK-MARTIN INSTITUTE",0,,,,,0
queens,PW-DN512,PW,"ASIAN AMERICANS FOR EQUALITY, INC. (AAFE)",0,,,,,0
queens,PW-DN581,PW,"GLEN OAKS VOLUNTEER AMBULANCE CORPS",0,,,,,0
queens,PW-DN643,PW,"NEIGHBORHOOD HOUSING SERVICES OF JAMAICA, INC.",0,,,,,0
queens,PW-DN705,PW,"SHIELD OF DAVID, INC. (DBA ""THE SHIELD INSTITUTE"")",0,,,,,0
queens,PW-DN718,PW,"UNITED CEREBRAL PALSY OF QUEENS INC",0,,,,,0
queens,PW-DN723,PW,"QUEENS LEGAL SERVICES CORPORATION",0,,,,,0
queens,PW-QN311,PW,"NORTHEAST QUEENS JEWISH COMMUNITY COUNCIL",0,,,,,0
queens,PW-QN317,PW,"OHEL CHILDREN'S HOME & FAMILY SERVICES",0,,,,,0
queens,PW-QN341,PW,"QUEENS ECONOMIC DEVELOPMENT CORPORATION",0,,,,,0
queens,PW-QN371,PW,"SAMUEL FIELD YOUNG MEN'S AND YOUNG WOMEN'S HEBREW ASSN (YM & YWHA)",0,,,,,0
queens,PW-QN393,PW,"BOYS AND GIRLS CLUB OF METRO QUEENS",1250000,,,,,1250000
queens,PW-QN512,PW,"ASIAN AMERICANS FOR EQUALITY, INC. (AAFE)",0,,,,,0
queens,PW-QN620,PW,"MASPETH TOWN HALL",0,,,,,0
queens,PW-QN643,PW,"NEIGHBORHOOD HOUSING SERVICES OF JAMAICA, INC.",0,,,,,0
queens,PW-QN722,PW,"QUEENS COMMUNITY HOUSE",0,,,,,0
queens,PW-QN723,PW,"QUEENS LEGAL SERVICES CORPORATION",0,,,,,0
queens,PW-Q002,PW,"MASPETH TOWN HALL, QUEENS",0,,,,,0
queens,PW-Q077,PW,"PUBLIC BUILDINGS & OTHER CITY PURPOSES, QUEENS.",0,,,,,0
richmond,PW-DN318,PW,"ON YOUR MARK, INC.",0,,,,,0
richmond,PW-DN402,PW,"STATEN ISLAND JEWISH COMMUNITY CENTER",0,,,,,0
richmond,PW-DN580,PW,"REFURBISHMENT OF RICHMOND CITY YOUTH SPORTS COMPLEX",0,,,,,0
richmond,PW-DN946,PW,"MISSION OF IMMACULATE VIRGIN FOR PROTECTION OF HOMELESS AND DESTITUTE",512000,,,,,512000
richmond,PW-RN104,PW,"CITYMEALS ON WHEELS",2000000,,,,,2000000
richmond,PW-RN272,PW,"MOUNT SINAI CENTER FOR COMMUNITY ENRICHMENT",0,,,,,0
richmond,PW-RN402,PW,"STATEN ISLAND JEWISH COMMUNITY CENTER",0,,,,,0
richmond,PW-R077,PW,"PUBLIC BUILDINGS & OTHER CITY PURPOSES, STATEN ISLAND.",0,,,,,0
richmond,PW-R308,PW,"PURCHASE OF VEHICLES AND OTHER EQUIPMENT, STATEN ISLAND",0,,,,,0
richmond,PW-R319,PW,"ACQUISITION OF BUILDINGS AND OTHER REAL PROPERTY",0,,,,,0
citywide,RE-C002,RE,"CONSTRUCTION OF FENCES ON CITY PROPERTY, CITYWIDE",0,,,,,0
citywide,RE-19,RE,"DCAS BUILDINGS, CITYWIDE",0,,,,,0
citywide,RE-25,RE,"DEVELOPMENT OF CITY OWNED PROPERTY",6521000,,,,0,6521000
bronx,RE-X024,RE,"PUBLIC BUILDINGS AND OTHER CITY PURPOSES, THE BRONX",0,,,,,0
brooklyn,RE-K023,RE,"CONSTRUCTION OF FENCES ON CITY PROPERTY, BROOKLYN",0,,,,,0
manhattan,RE-M022,RE,"CONSTRUCTION OF FENCES ON CITY PROPERTY, MANHATTAN",0,,,,,0
citywide,S-D129,S,"COLLECTION TRUCKS AND EQUIPMENT",923000,,,,,923000
citywide,S-D136,S,"GARAGES AND OTHER FACILITIES, IMPROVEMENTS",0,,,,,0
citywide,S-K129,S,"COLLECTION TRUCKS AND OTHER VEHICLES AND EQUIPMENT",0,,,,,0
citywide,S-129,S,"COLLECTION TRUCKS AND EQUIPMENT",83209000,,0,500000,,83709000
citywide,S-136,S,"GARAGES AND OTHER FACILITIES, IMPROVEMENTS",60216000,,5970000,0,0,66186000
citywide,S-178,S,"ARCH., ENGR., ADMIN. EXPENSES FOR SANITATION CAPITAL PROJECTS",0,,,,,0
citywide,S-182,S,"AUTOMATIC DIESEL FUEL STORAGE AND DISPENSING SYSTEMS",0,,,,,0
citywide,S-193,S,"SITES FOR SANITATION GARAGES, CITY-WIDE",0,,,,,0
citywide,S-195,S,"CONSTRUCTION OF SALT STORAGE SHEDS, CITY-WIDE",0,,,,,0
citywide,S-197,S,"CONFORMANCE TO STATE ENVIRONMENTAL CONSERVATION CODE AT LANDFILL SITES",197000,,,0,,197000
citywide,S-212,S,"NEW DPT. RADIO COMMUNICATION SYSTEM, CITY WIDE",4500000,,,,,4500000
citywide,S-216,S,"CONSTRUCTION, RECONSTRUCTION MARINE TRANSFER STATIONS",0,,0,,,0
citywide,S-222,S,"PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR DPT. SANITATION",3620000,,0,,,3620000
citywide,S-246,S,"RECYCLING FACILITY DEVELOPMENT",0,,0,,,0
bronx,S-248,S,"CONS OF SANITATION GARAGE DISTRICTS 9, 10 & 11, THE BRONX",0,,,,,0
brooklyn,S-175,S,"CONSTRUCTION, GARAGE FOR SANITATION DISTRICTS 13 AND 15, BROOKLYN",17000000,,,,,17000000
brooklyn,S-186,S,"SANITATION GARAGE FOR DISTRICT 3/3A, BROOKLYN",0,,,,,0
brooklyn,S-187,S,"CONSTRUCTION OF NEW DISTICT GARAGE 1, BROOKLYN",0,,0,,,0
manhattan,S-219,S,"CONSTRUCTION, SANITATION GARAGE, DISTICT 1/2/5, MANHATTAN",0,,0,,,0
manhattan,S-236,S,"CONSTRUCTION, MANHATTAN 6/8/8A GARAGE",0,,,,,0
manhattan,S-244,S,"CONSTRUCT MANHATTAN 4/4A/7 GARAGE",0,,,,,0
queens,S-173,S,"GARAGE, DISTRICT 14, QUEENS",0,,0,,,0
queens,S-174,S,"SANITATION GARAGE, DISTRICT 7, QUEENS",0,,,,,0
queens,S-253,S,"CONSTRUCTION, GARAGE FOR QUEENS SANITATION DISTRICT 1, QUEENS",6049000,,,,,6049000
richmond,S-R002,S,"ACQUISITION OF EQUIPMENT, STATEN ISLAND",0,,,,,0
richmond,S-111,S,"MARINE UNLOADING PLANTS AND TRUCK FILLS, ETC.",1113000,,,,0,1113000
richmond,S-234,S,"CONSTRUCTION, NEW GARAGE FOR SANITATION DIST. NO.1, STATEN ISLAND",3495000,,,,,3495000
